Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
41164.0,-5.93277795485543,4.57174320411303,-9.42724692838332,6.57705643811276,-6.11521812544893,-3.66179789602346,-10.8940785545016,3.70921000751656,-5.85952387304171,-12.981619145004,8.26529460055417,-14.1541653609607,0.479842781966758,-16.3375959447735,1.64604527960375,-12.3753974432385,-21.090612716108,-7.7245457358645,3.85637474254372,1.19107830456005,2.01427156558263,-0.167416617986259,0.0499675298711021,0.384429719031746,-0.0778835668224832,0.56549290579318,1.79201191700266,0.371007021212136,5.3
116067.0,0.949240654782111,1.33351901279168,-4.85540201400676,1.83500588341825,-1.05324529225553,-2.56282606985029,-2.2869856262026,0.260906489976679,-0.895365545923127,-4.54261203828437,2.45371037821171,-4.92519869522976,-1.20041197086128,-6.42437211273331,1.01489749133407,-3.12942132163446,-5.14703878335167,-1.81543652928925,0.520496923051347,0.424608328846183,0.306598169644708,-0.854626651528392,0.101176995923819,-0.281497410249515,0.0244439388949186,-0.107944111820021,0.625288550407281,0.315677390712111,65.0
48194.0,1.09820256401379,-0.119642214958695,1.15615770964463,1.16064387406882,-0.746052980476748,0.328660479102785,-0.619283233516115,0.232188897927445,0.592642004317475,-0.0524750950463862,0.682544934427383,1.27265747512952,0.403105897816389,-0.256980017770955,-0.53900840446731,0.35397177139666,-0.640041249134922,0.495321327155031,0.193290932232218,-0.0500188515705742,-0.0167421902926935,0.101335016053088,-0.077966694160296,0.0254277194409279,0.435299436292551,-0.409614055064115,0.0673601873355031,0.0288472527459683,27.56
50469.0,-0.908995143007303,0.805622653684895,1.58546016381313,1.21281217467671,0.468338589947771,0.285654642400834,0.399296165639713,0.218207708437042,-0.566266731803637,0.139871054475999,1.15224492455008,0.977146780313309,0.0313128261191228,0.123282842471881,-0.436822077589041,-1.04525121044958,0.380002486082532,-0.225338863185831,1.05617450733944,0.16692769627223,0.0087222771254024,0.299932830683346,-0.229824504255729,0.0545950385302331,0.159823886546598,-0.203157794637799,0.261260927672948,0.191087990149677,20.19
39729.0,-0.964567282813312,-1.64354066791439,-0.187726849232163,1.15825311047012,-2.45833564593802,0.852221660377025,2.78516254594393,-0.30360853861401,0.94000553101046,-1.96530880945923,0.159743522312315,-0.490697387341298,-1.1819769933833,-1.95887596969497,1.15274328622613,-1.34126935794233,2.49832484974359,0.777831088916474,1.4060448737262,1.78444933498197,0.447180121733859,0.536203895046365,1.63406050110051,0.203838849073356,0.218748854725954,-0.221885828382479,-0.308554718022245,-0.164500017914328,776.83
45148.0,1.00508952789058,-0.17896582795229,0.906357896676414,1.20670459612749,-0.858231345393239,-0.259792864601006,-0.382918050747676,0.17224994896281,0.244090258530441,0.181402426749702,1.05067132895866,0.182238387071537,-1.33547146828042,0.579510705544745,0.669259108501759,0.786942574805279,-0.783776204272169,0.712430984081695,-0.259055400277037,-0.0535051524594979,0.0188304171447749,-0.199845397058845,-0.0018977457027338,0.274966094393715,0.213007338645215,-0.514772043854032,0.0214289257912288,0.0371759308226904,79.74
41273.0,-11.6822148930584,6.33288209288301,-13.2971092469499,7.69077191542072,-10.8898905208867,-2.79236003834138,-12.5617825809497,7.28712220991134,-7.57032240879292,-12.8357376825339,5.80470785195987,-12.15623949431,1.18498466280471,-10.4686770874209,-0.41674319706657,-10.999792348619,-22.6088681905866,-9.49874592104677,2.10273540686125,-1.00931993766307,2.13345628394787,-1.27150896701449,-0.0353038871622371,0.615053695038953,0.349023768265454,-0.428922796793546,-0.694935387398427,-0.818970428930229,173.07
41237.0,-10.2817840384715,6.30238478416897,-13.271718028752,8.92511547634157,-9.97557831146449,-2.83251346361162,-12.7032526593299,6.70684583868978,-7.07842395823848,-12.8056831898117,6.78605830197451,-13.0642398936784,1.1795245105938,-13.694873039573,0.951479176238826,-10.9542857275047,-20.5835927904158,-7.51726213169106,2.87235363605874,-0.247647527731929,2.47941350799644,0.366932842343897,0.0428046480276363,0.478278891799746,0.157770817898023,0.329900959238367,0.163504340964582,-0.485552212695879,118.3
80009.0,-0.763675999590082,0.398115753606034,2.38554083902365,-0.304006999124083,-0.740553226628636,-0.08559672064135,0.0158519859798353,0.0979031573166646,0.571296073401106,-0.752592821763508,-0.0766684543730492,1.01951425444239,0.749521958173367,-0.867329883789157,-0.383365925463869,-0.731656272117272,0.562573888661677,-1.22188961746367,0.0847128681342178,-0.0991323209861608,-0.0696396026686514,0.0808207771432163,0.109048806493188,0.700416416582393,-0.438557731070029,0.875334714239751,-0.195835535429366,0.0367762889585569,15.29
100223.0,-19.6418567335974,14.7063346696674,-22.8012376947782,12.1146718424589,-14.898112530969,0.840777704221173,-28.0112929096778,-11.9196388199434,-8.9609216998511,-18.9132433348732,4.971248707036,-12.6863075224956,-1.07144311342478,-7.38337003956967,-2.99243029925503,-8.58230865037102,-13.8065681285297,-6.00035879778826,1.42263161326029,3.83464904792346,-8.22887409813848,3.31817776987025,2.58521234602075,0.195008569338351,-1.19480304002391,0.0384229399473607,-4.12674625203028,-0.645329219040983,2.28
134228.0,-0.908740084126206,0.319889206286204,-1.14811633433598,-0.627156577737945,1.38741931803859,-0.195944962830156,0.274535772893609,0.492299409347929,-0.099170565852987,-0.17189898072744,-0.451735035960507,-0.153926432204596,-0.908777140933056,1.03653152315941,0.0605275798488974,0.215006819865237,-0.861668249283795,1.13173481776093,0.725735915077516,-0.254866947728993,0.349313678686657,1.18797052414031,0.461571550832958,-0.363127875272453,-0.547619340740894,-0.184192606758628,0.328054479670603,0.168548642033376,1.79
157366.0,-1.55893643033515,1.8038721901402,-2.72818078090616,-1.71468080933509,2.45309167734698,3.06405677665672,-0.187982283890324,1.55184954131614,0.487657263399602,0.30690058482403,0.0348671883978627,0.109208744080831,-0.325334028425787,-0.649840389408051,0.184764183082781,0.290913868937039,0.538976510791318,-0.400940261217197,-0.515158774168499,0.35135864283421,-0.422148480717182,-0.987215681521147,0.258442305448506,0.577383361566743,-0.197610263619334,0.14861482077145,0.135244857488632,-0.037753369579143,8.93
155883.0,0.631670123875129,-4.50736729957423,-2.51833746349713,-1.68778309209299,-0.13284957140997,4.36962413357291,-1.06396568323818,0.853060277657044,-0.717893818025572,0.970412220349673,-0.619761559393173,-0.315554715882246,0.334332987664254,-0.664237085523636,-0.901369114022281,-0.838677968157489,0.833392700678617,-0.51050172787782,-0.0502948753416026,1.2875399656342,-0.0561552191152559,-1.44986487402938,-0.232751842121778,0.690978988981774,-0.780148786974147,-0.540450865064505,-0.0810985189805622,0.0994197971118176,835.0
141863.0,0.0164506375095823,1.19023915647164,-1.92006589180693,-0.153776574076646,1.30947283384364,2.07290106842263,-0.723361115238938,-2.77114812391078,0.397532778731742,-1.16192122720571,1.38719768049688,1.02611518038619,-0.144302740199598,-1.69721134769514,-0.0687790683768853,-0.384879193367415,2.14981670597658,-0.180888243221367,-0.655078752271744,-0.823051880553505,2.86864247791493,-1.26196245645981,0.011427533091856,-1.14501622892951,1.25808825956751,-0.0098218959396364,0.188999700426283,-0.006321120148297,60.46
15817.0,-4.64189285087538,2.90208643306647,-1.57293870931742,2.507298518227,-0.871782564349351,-1.0409025722626,-1.59390073966645,-3.25490508581579,1.90896268593707,1.07741752106048,3.33850216040272,-6.54261034532574,1.09953638182128,-3.26647554459315,1.01472790444294,-4.84238307827835,-5.269876299726,-2.34466857415508,1.95922405409272,-0.465679220344122,1.96359666634146,-0.217413915973245,-0.54933995583883,0.645545202036521,-0.354557818794591,-0.611763845006479,-3.90808047547799,-0.671248265147117,11.39
7672.0,0.702709900098753,2.42643280600508,-5.23451329584052,4.41666124290876,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.911337122229195,-0.166199039175942,-5.00924850212751,4.67572941865677,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.55419726345897,0.422743129198702,0.551179689117248,-0.0098023573132531,0.721698230069415,0.473245751402033,-1.9593037711687,0.31947554010746,0.600484916486359,0.129305225096566,1.0
152476.0,1.97172783435224,-0.0402798243388299,-0.740605435437665,1.24005602318033,0.014060354496549,-0.184653628292903,-0.154016120212301,0.0239260953021093,0.805380514911436,0.152123878231701,-1.12359052926751,0.009839196752058,-0.820239795707727,0.292730004194982,0.155458924899614,0.0880927408124986,-0.42001314510315,-0.582621276178253,-0.140544418263701,-0.290362427769534,-0.473760480954381,-1.32816427695512,0.507810211821428,0.473371929455257,-0.41262193021703,-1.18107164029595,0.0283583030439845,-0.0254236942486792,10.0
107501.0,1.48009002814864,-1.23294240169938,-0.663401490296434,0.511081735285063,-0.679525248577034,0.0129444680810992,-0.379417162507977,-0.149247062863054,2.69384179476648,-0.733228591262246,-0.115474396009661,-1.85273298598519,2.38245093993239,1.14898745830992,-0.197048043649921,0.16388679352615,0.156908006281525,0.487316198401184,-0.33298805397181,0.389562757144276,0.185430935511359,0.390692341955028,-0.0946489318490111,0.58658139627739,-0.232055759706289,0.0314857988284445,-0.0652853455788418,0.0066319009197822,288.44
36429.0,-3.74779849253648,-2.43893216255035,-0.50092136735825,-0.996458186110696,1.10922342274531,-2.05507022508072,0.833336511877633,-0.126465935287305,1.0408439296824,-1.27964039862705,-0.903920767353845,0.915981374627453,0.834150176229412,0.0454281502815772,0.126287375758,-0.489994798531641,-0.349967853030837,-0.131482241562534,0.65164911622477,-1.55226302231882,-0.417127403987597,0.92349353056716,2.44523464137332,0.0824930347439652,0.739776001146362,-0.658076774383902,0.927418453672513,-0.372933428540126,150.08
141862.0,-1.83297800852931,-0.257892856991708,-1.32541988054822,0.558228731979105,-4.92463580683694,3.93910598335307,-1.06915700950109,-8.72151234107879,-1.82717863390424,-1.32703711884502,-0.730361238240831,-0.0040534893623506,-0.0581462255025088,0.852510030678212,1.17170870596062,0.961865387552738,1.64882518832662,-1.5216416143496,2.89881498979222,1.58941757556465,-4.40445536187206,-0.157977169202712,-3.55272785495941,0.937491072868703,-0.112740367421791,-0.0219338828647452,1.06037373076512,-0.0528817795058062,1330.24
64218.0,-1.56846524778495,0.13666757167573,2.35324101795654,0.0333892670074439,-1.02973260645781,-0.612183116054088,-0.225943336223117,0.683862248216811,0.331286600544441,-1.23298442521085,-1.12567888873405,-0.60724088042511,-1.92413674877039,0.18459571353546,-0.199718702946696,0.429004469856825,0.0185836769927051,0.0605922466140978,-0.638676265772745,-0.0560107225047479,0.0778731897436895,-0.17347677698188,-0.0053263015097666,0.693677258031791,0.201338702111033,0.218866073872613,-0.118027490666068,-0.0585012057575768,74.99
103808.0,-4.51734375344642,2.50022390414582,-4.01392753708116,1.18945163355882,-2.48686063585833,-1.41347553285281,-4.24570662259591,1.26508694822894,1.16882778968781,-4.51390660472333,3.69471123994721,-6.11044323287235,-0.110521636054475,-4.18455528093394,-0.93103463417672,-1.61471832598223,-3.35318018239636,0.236762036968587,0.0038960221310578,-1.05616226010439,1.32694422202396,0.102998961106284,0.508166904438541,-0.278017536127694,0.139721094971637,0.0646100247346309,-0.972358289293076,0.351359561196795,2.27
94889.0,2.01570708722847,0.117886966585858,-1.49295845764011,0.56470378874491,0.332142633143313,-0.648017425250477,-0.0950466845047786,-0.10525460603434,1.71257539434577,-0.541380287259146,2.0134611564746,-2.33490562131476,0.223566044755706,1.07005878595159,-1.0964484147062,0.493272276261878,1.10115381281269,0.567800659774309,0.0769086535326123,-0.276024393186732,-0.465133044578588,-1.09704121086276,0.376253018038481,0.571577663282181,-0.38347835923305,0.108255727893263,-0.102431772181939,-0.0475966257284932,4.49
76925.0,1.2289872028196,-0.0229164282333367,0.724985115729996,-0.135155354710589,-0.783507677821488,-0.811288157396942,-0.268615111746569,-0.0654826785110509,0.0351039653338102,-0.060223202700882,1.7535007637138,1.2851564174711,0.582057627227387,0.224472046617325,0.472433570088957,0.515223187341469,-0.572589496435882,-0.0616362942895551,0.23719877773874,-0.0275908636925954,-0.0630103817662722,-0.174192103901056,0.103821995698562,0.601164972208878,0.0797791187075212,0.87309407029961,-0.0701806790583882,0.0022050058055518,0.77
72824.0,-1.11149523246612,-0.257575207100777,2.25020963478583,1.15267090326627,0.432904474488939,1.25412602800986,-0.58416279009186,-0.609681605347911,1.01460246273104,0.334532824069685,0.82637484441332,0.196886900487791,-1.88599349809323,-0.472025637126337,-0.578141395688259,-1.24300710102788,0.570459827436018,-0.159056766164096,0.407187527410462,-0.510613591931657,0.862912790109336,0.927825035064447,-0.343058085886885,-0.256268230425974,-0.600742165862083,-0.18033128765631,0.0267622260788268,-0.358335321215398,45.03
41808.0,-0.975402008835318,3.04279648926296,-3.22245866872583,1.37440838878778,0.34463577482958,-1.75832580272437,0.208271101377277,0.609256842036567,0.320276405416591,-0.0897496362499112,0.0886894412220409,-0.53413487923799,-0.084555733526948,-3.31791158128583,1.13848045561887,1.08717310987195,2.9081512765375,1.67842332546583,-0.350122693339865,0.430474076412754,-0.254123322423671,-0.336634005325592,0.161184197704974,-0.48456039558361,-0.185399474123964,-0.414648203811344,-0.167987780511567,-0.382719960402235,1.55
79571.0,1.11919670648899,-0.179426236071611,1.36267030047519,0.889259474977219,-1.04944669458465,-0.0239708582136699,-0.684783863217655,0.179205656148645,0.877065819607314,-0.289121509800054,-0.187083033839816,0.732934266851695,0.151878753231946,-0.396167335894207,0.406500786419889,-0.23433891018306,0.212573734532235,-0.815136072100923,-0.522787961588682,-0.135662755165153,-0.0416735920814354,0.121607434896927,0.100446562252039,0.441016743822046,0.144722460321136,0.326064992801985,0.0354844232582827,0.027150481087595,6.89
